Status,Handle,ID,Name,Followers,Tweets,Date Created,Date Active
Suspended - Name Changed,@theDebaro,841265713130176514,,,,2017-03-02,
Suspended - Name Changed,@TheResleeved,1478195591125606403,,,,2022-01-03,
Suspended - Name Changed,@U_R_FakeNews,761792840167022592,,,,2016-08-05,
Suspended - Name Changed,@UPSonIine,1143503449981685761,,,,2019-06-25,
Suspended - Name Changed,@UscAntifa,848574024258998272,,,,2017-04-02,
Suspended - Name Changed,@VacBloc2,1079964066314051585,,,,2019-01-01,
Suspended - Name Changed,@VALLEJOANTIFA,889671039185235969,,,,2017-07-24,
Suspended - Name Changed,@WBIH4,1156094425719660544,,,,2019-07-31,
Suspended - Name Changed,@WeHoAntifa,848742108034850816,,,,2017-04-02,
Suspended - Name Changed,@WendysAntifa,796441410069266449,,,,,2017-09-03
Suspended - Name Changed,@WhiteChadKing,1295734882644131841,,,,2020-08-18,
Suspended - Name Changed,@WonkOfWallStret,889671039185235969,,,,2017-07-24,
Suspended - Name Changed,@WonkOfWalStreet,889671039185235969,,,,2017-07-24,
Suspended - Name Changed,@WorldStarAntifa,900504494835879936,,,,2017-08-22,
Suspended - Name Changed,@xrp_whale,946204935485452289,,,,2017-12-27,
Suspended - Name Changed,@ZeroFuxtoGive,31046750,,,,,2019-05-25
Suspended - Name Changed,@AnticomPHL,914647870736883712,,,,2017-10-02,
Suspended - Name Changed,@TwolftrapAF,963657463399632898,,,,2018-02-14,
